gene	mean	median	longest_isoform	merged
Fam114a2	2595	2590	2608	2611
Mfap3	4846	4846	4864	4864
Galnt10	4701	4701	4701	4701
2010001A14Rik	764	764	764	764
Sap30l	1549	1549	1549	1549
Hand1	1898	1898	1898	1898
Larp1	6615	6615	6615	6615
Cnot8	2035	2035	2035	2035
Gemin5	6180	6209	6214	6214
Mrpl22	745	745	745	745
Gm12250	2702	2702	2702	2702
Igtp	2023	2023	2023	2023
Irgm2	3514	3514	3514	3514
Zfp692	1918	1918	1949	1949
Zfp672	2337	2865	3196	3643
Sh3bp5l	3041	3028	3097	3180
Lypd8	1075	1075	1108	1108
1810065E05Rik	925	925	925	925
Gm12253	1356	1356	1356	1356
4930504O13Rik	598	598	598	598
Olfr30	1066	1066	1066	1066
Olfr332	1601	1601	1601	1601
Olfr331	975	975	975	975
Olfr330	1082	1082	1082	1082
Olfr329-ps	1037	1037	1037	1037
Olfr328	933	933	933	933
Olfr224	945	945	945	945
Olfr325	1041	1041	1041	1041
Olfr324	1122	1122	1122	1122
2210407C18Rik	879	879	879	879
Olfr323	972	972	972	972
Trim58	2192	2192	2192	2192
Olfr322	984	984	984	984
Olfr320	921	921	921	921
Olfr319	921	921	921	921
Olfr318	1026	1026	1026	1026
Olfr317	1128	1128	1128	1128
Olfr316	921	921	921	921
Olfr315	998	998	998	998
Olfr314	1131	1131	1131	1131
Fam183b	532	532	562	562
Olfr313	1074	1074	1074	1074
Olfr312	927	927	927	927
Olfr311	927	927	927	927
2810021J22Rik	4892	4892	4892	4892
Zfp39	3890	3890	3890	3890
Btnl10	1028	1028	1028	1028
Rnf187	1939	1939	1939	1939
Hist3h2ba	462	462	462	462
Hist3h2bb-ps	465	465	465	465
Hist3h2a	508	508	508	508
Trim17	1680	1680	1680	1680
Trim11	2303	2303	2327	2327
Obscn	23590	23590	24175	28034
Iba57	2481	2481	4027	4567
Gjc2	2182	2182	2191	2254
Guk1	1016	1016	1098	1137
2610507I01Rik	2905	2905	2905	2905
Mrpl55	909	947	1028	1028
2310033P09Rik	1241	1241	1241	1241
Arf1	1895	1895	1991	2086
Wnt3a	2751	2751	2751	2751
Wnt9a	3318	3318	3318	3318
Prss38	1239	1239	1239	1239
Snap47	1837	1837	1837	1837
Jmjd4	4404	4409	4445	4445
Zfp867	3412	3412	3412	3412
Zkscan17	3945	4012	4059	4059
4933439C10Rik	1877	1877	1877	1877
Nlrp3	4021	4021	4021	4021
Olfr222	957	957	957	957
Olfr223	960	960	960	960
Olfr225	1260	1260	1260	1260
Mprip	8751	8751	8784	8784
1700007J10Rik	1111	1111	1111	1111
Pld6	1688	1769	1773	1959
Flcn	3443	3440	3731	3854
Gm16062	642	642	642	642
Cops3	1566	1566	1566	1566
Nt5m	1306	1306	1306	1306
1810063I02Rik	274	274	274	274
Med9os	529	529	529	529
Med9	3013	3013	3013	3013
Rasd1	1609	1609	1609	1609
Pemt	897	965	1003	1237
Rai1	7236	7236	7348	7507
Srebf1	4299	4299	4299	4299
Mir6921	80	80	80	80
Mir6922	66	66	66	66
Tom1l2	4187	4940	5000	6248
Lrrc48	1858	1858	1858	1858
Atpaf2	1863	1863	1863	1863
Gid4	4400	4400	4400	4400
Drg2	1713	1713	1713	1713
Myo15	10478	11714	11768	11768
Alkbh5	6025	6025	6025	6025
Llgl1	4394	4419	4425	4425
Flii	4055	4055	4057	4057
Mief2	2522	2522	2522	2522
Mir5100	64	64	64	64
Top3a	3740	3740	3740	3740
Smcr8	5467	5467	7391	8077
Shmt1	2065	2065	2065	2065
Dhrs7b	1567	1567	1582	1582
Tmem11	1367	1367	1511	1511
Natd1	4159	4159	4159	4159
Map2k3os	1267	1267	1267	1267
Map2k3	2166	2166	2166	2166
Kcnj12	4513	4513	4599	4886
Tnfrsf13b	750	750	750	750
Usp22	4442	4442	4442	4442
Aldh3a1	1661	1661	1727	1727
Aldh3a2	3193	3193	3193	3193
Slc47a2	2377	2377	2377	2377
Slc47a1	2634	2634	2634	2634
Rnf112	3063	3063	3098	3098
Mfap4	1513	1513	1513	1513
Mapk7	3125	3109	3255	3371
B9d1	785	785	785	785
Epn2	4302	4245	4453	4489
Grap	1599	1599	1599	1599
Slc5a10	2261	2261	2261	2261
Fam83g	4786	4786	4786	4786
Prpsap2	1792	1792	1867	1867
Ulk2	5813	5813	5813	5813
Akap10	3879	3879	3879	3879
Specc1	6857	6857	6966	7179
Adora2b	1844	1844	1844	1844
Zswim7	752	752	752	752
Ttc19	3408	3408	3419	3436
Ncor1	6896	8651	8852	11144
Pigl	1657	1657	1657	1657
Cenpv	1034	1034	1034	1034
Ubb	1165	1165	1165	1165
Gm1821	703	703	703	703
Trpv2	2751	2751	2751	2751
2410006H16Rik	461	461	461	461
Snord49b	63	63	63	63
Snord49a	62	62	62	62
Snord65	57	57	57	57
Lrrc75a	1984	1984	1984	1984
Mmgt2	1883	1883	1883	1883
Zfp287	5021	5021	5021	5021
Zfp286	3006	3006	3006	3006
Trim16	3896	3896	3896	3896
Fbxw10	3274	3274	3282	3282
Tvp23b	1748	1748	1748	1748
Cdrt4	723	723	723	723
Mir6354	108	108	108	108
Cdrt4os1	1115	1115	1115	1115
Tekt3	1739	1739	1739	1739
Pmp22	1814	1826	1856	2352
Hs3st3b1	6004	6004	6004	6004
Cox10	2921	2921	2921	2921
9630013K17Rik	1072	1072	1072	1072
2810001G20Rik	901	901	901	901
F930015N05Rik	3540	3540	3540	3540
Hs3st3a1	3933	3933	3933	3933
Elac2	2781	2781	2781	2781
Arhgap44	4048	4048	4074	4074
Myocd	5045	5045	5117	5117
Gm12295	3189	3189	3189	3189
Map2k4	3694	3694	3694	3694
Mir744	100	100	100	100
Zkscan6	2303	2271	2371	2371
Dnah9	13774	13774	13774	13774
Shisa6	7487	7487	7487	7487
Gm12298	820	820	820	820
Pirt	3014	3014	3014	3014
9130409J20Rik	1191	1200	1304	1516
Tmem220	1619	1597	1669	1669
Adprm	1492	1492	1492	1492
Sco1	4280	4280	4280	4280
Myh3	5992	5992	5992	5992
Mir6923	72	72	72	72
2310065F04Rik	2724	2724	2724	2724
Myh2	6083	6083	6083	6083
Myh1	6019	6019	6019	6019
Myh4	6037	6037	6037	6037
Myh8	6148	6148	6148	6148
Myh13	5817	5817	5817	5817
Gas7	6949	6922	7105	7372
Rcvrn	1062	1062	1062	1062
Glp2r	4873	4873	4873	4873
Dhrs7c	1124	1124	1124	1124
Usp43	4454	4454	4462	4462
Cfap52	2201	2201	2201	2201
Stx8	4104	4104	4104	4104
Ntn1	5738	5738	5738	5738
Mir6406	120	120	120	120
Pik3r5	4363	4363	4363	4363
Pik3r6	3313	3258	3513	3513
Mfsd6l	2060	2060	2060	2060
Ccdc42	1353	1353	1353	1353
Myh10	7783	7783	7783	7783
Ndel1	2366	2366	2366	2366
Rnf222	2701	2701	2701	2701
Rpl26	543	543	543	543
Gm15772	520	520	520	520
Odf4	1110	1110	1110	1110
Arhgef15	4136	4136	4136	4136
Slc25a35	1827	1827	1827	1827
Rangrf	800	817	832	950
Pfas	6369	6369	6369	6369
Mir3062	105	105	105	105
Ctc1	4129	4157	4167	4167
Aurkb	1957	1957	1957	1957
2310047M10Rik	1802	1802	1802	1802
Tmem107	1152	1152	1265	1265
Vamp2	2164	2164	2164	2164
Per1	4652	4652	4660	4698
Hes7	964	964	964	964
Aloxe3	2538	2538	2538	2538
Alox12b	2347	2347	2347	2347
Alox8	3273	3273	3273	3273
Gucy2e	8331	8331	8331	8331
Cntrob	3950	3950	3950	3950
Trappc1	745	745	745	745
Kcnab3	2537	2537	2537	2537
Chd3os	1779	1779	1779	1779
Chd3	7281	7281	7281	7281
Cyb5d1	766	766	766	766
Naa38	518	518	518	518
Tmem88	1585	1585	1585	1585
Kdm6b	6644	6644	6644	6644
Dnah2	13704	13704	13704	13704
Efnb3	3215	3215	3215	3215
Wrap53	1896	1896	1896	1896
Trp53	1820	1820	1868	1868
Atp1b2	2959	2959	2959	2959
Shbg	1407	1407	1407	1407
Sat2	882	882	882	882
Fxr2	2970	2970	2970	2970
Sox15	1138	1138	1138	1138
Mpdu1	1262	1283	1361	1361
Mir1934	83	83	83	83
Cd68	1030	1030	1247	1247
Eif4a1	1874	1874	1880	1880
Senp3	2336	2336	2442	2538
Tnfsfm13	2232	2232	2235	2235
Tnfsf13	1677	1677	1679	1679
Tnfsf12	1694	1694	1694	1694
Polr2a	6734	6734	6734	6734
Slc35g3	1498	1498	1498	1498
Zbtb4	7824	7824	7824	7824
Chrnb1	2149	2149	2149	2149
Fgf11	2576	2576	2618	2618
Tmem102	1941	1941	1941	1941
G630025P09Rik	2370	2370	2370	2370
4933402P03Rik	1615	1615	1615	1615
Spem1	1031	1031	1031	1031
Nlgn2	5002	5002	5002	5002
Tmem256	431	431	431	431
Plscr3	2873	2861	2974	3152
Tnk1	3220	3220	3220	3220
Tmem95	531	531	531	531
Kctd11	2722	2722	2722	2722
Acap1	2482	2482	2482	2482
Mir6924	63	63	63	63
2810408A11Rik	1674	1674	1674	1674
Neurl4	5241	5261	5267	5267
Gps2	1220	1220	1220	1220
Eif5a	1336	1351	1445	2017
Ybx2	1564	1564	1564	1564
Slc2a4	2822	2822	2822	2822
Cldn7	1150	1150	1311	1453
Elp5	1194	1194	1435	1435
Ctdnep1	1614	1614	1614	1614
Gabarap	1122	1122	1122	1122
Phf23	1888	1858	2019	2273
Dvl2	2935	2935	2935	2935
Acadvl	2188	2188	2188	2188
Mir324	89	89	89	89
Dlg4	3321	3321	3326	3326
Asgr1	1194	1173	1260	1284
Asgr2	1372	1372	1372	1372
Mgl2	1550	1550	1550	1550
Clec10a	1499	1499	1501	1501
Slc16a11	1756	1756	1756	1756
Slc16a13	2528	2528	2528	2528
Bcl6b	3426	3426	3426	3426
Mir497b	125	125	125	125
Mir497	84	84	84	84
Mir195a	94	94	94	94
0610010K14Rik	785	780	886	913
Rnasek	622	622	622	622
Alox12	2991	2991	2991	2991
Alox12e	2309	2309	2309	2309
Alox15	2414	2414	2414	2414
Pelp1	3440	3440	3440	3440
Arrb2	1731	1731	1988	1988
Mir7115	64	64	64	64
Med11	889	889	889	889
Cxcl16	2448	2448	2448	2448
Zmynd15	2801	2801	2801	2801
Tm4sf5	975	975	975	975
Vmo1	672	672	672	672
Gltpd2	1203	1203	1203	1203
Psmb6	1036	1036	1036	1036
Pld2	3631	3693	3726	5847
Mink1	4928	4929	4994	4997
Chrne	1591	1591	1591	1591
4930544D05Rik	653	653	653	653
Gp1ba	2729	2729	2729	2729
Slc25a11	1861	1861	1861	1861
Rnf167	1524	1524	1524	1524
Pfn1	870	870	870	870
Eno3	1521	1492	1592	1604
Spag7	1146	1146	1161	1161
Camta2	4607	4621	4647	4647
Inca1	1189	1189	1309	1377
Kif1c	6764	6764	6764	6764
Mir6925	70	70	70	70
Zfp3	1823	1823	1823	1823
Scimp	1055	1055	1055	1055
Rabep1	5380	5365	5496	5496
Nup88	2549	2476	2792	3047
Rpain	1075	1095	1213	1213
C1qbp	1165	1165	1165	1165
Dhx33	5179	5179	5179	5179
Derl2	3748	3685	3959	4154
Mis12	2766	2766	2766	2766
6330403K07Rik	1598	1598	1598	1598
Nlrp1a	4806	4806	4806	4806
Nlrp1b	4145	4145	4159	6143
Nlrp1c-ps	3457	3457	3457	3457
Wscd1	2738	2738	2738	2738
4930401O10Rik	787	787	787	787
Aipl1	1570	1570	1570	1570
Fam64a	1466	1466	1466	1466
Pitpnm3	6642	6642	6666	6666
4933427D14Rik	4332	4332	4332	4332
Txndc17	1446	1446	1446	1446
Med31	1161	1161	1161	1161
4930563E22Rik	3313	3313	3313	3313
Slc13a5	3269	3269	3269	3269
1700051A21Rik	1358	1358	1358	1358
Xaf1	2455	2455	2598	2598
Fbxo39	1711	1711	1711	1711
Tekt1	1426	1411	1459	1636
Mir6338	109	109	109	109
Smtnl2	2624	2624	2624	2624
Ggt6	1822	1822	1822	1822
Mybbp1a	4117	4117	4117	4117
Spns2	3083	3083	3257	3404
Spns3	1819	1819	1819	1819
Ube2g1	3837	3837	3837	3837
Ankfy1	8034	8034	8034	8034
Cyb5d2	2376	2376	2376	2376
Zzef1	11150	11150	11150	11150
Atp2a3	4573	4593	4606	4606
P2rx1	2441	2441	2441	2441
Camkk1	3451	3451	3451	3451
1200014J11Rik	6284	6284	6284	6284
Itgae	3824	3824	3836	4572
Gsg2	2811	2811	2811	2811
P2rx5	2288	2288	2288	2288
Emc6	1377	1377	1402	1436
Tax1bp3	1417	1417	1417	1417
Ctns	3010	3010	3010	3010
Shpk	2781	2781	2781	2781
Trpv1	3587	3587	3587	3587
Trpv3	2440	2440	2440	2440
Aspa	1537	1537	1537	1537
Spata22	1274	1274	1274	1274
Olfr20	1062	1062	1062	1062
Olfr376	1144	1144	1210	1210
Olfr1	1248	1248	1248	1248
Olfr75-ps1	1171	1171	1281	1281
Olfr378	1080	1080	1080	1080
Olfr380	936	936	936	936
Olfr381	936	936	936	936
Olfr382	939	939	939	939
Olfr385	939	939	939	939
Olfr384	939	939	939	939
Zfp735	3756	3756	3756	3756
Olfr389	1395	1395	1395	1395
Olfr390	936	936	936	936
Olfr391-ps	1120	1120	1120	1120
Olfr392	1069	1069	1069	1069
Olfr393	939	939	939	939
Olfr394	933	933	933	933
Olfr395	939	939	939	939
Olfr23	978	978	978	978
Olfr397	948	948	948	948
Olfr398	945	945	945	945
Olfr139	948	948	948	948
Olfr399	1003	1003	1003	1003
Zfp616	4808	4808	4808	4808
Olfr401	948	948	948	948
Olfr402	948	948	948	948
Olfr403	942	942	942	942
Olfr43	1092	1092	1092	1092
Olfr406	972	972	972	972
Olfr59	1328	1328	1328	1328
Olfr410	948	948	948	948
Olfr411	1049	1049	1049	1049
Olfr412	939	939	939	939
Rap1gap2	6410	6410	6410	6410
E130309D14Rik	4002	4002	4002	4002
Cluh	5399	5399	5399	5399
Pafah1b1	5653	5653	5790	6176
Mettl16	2718	2718	2718	2718
Mnt	4586	4586	4586	4586
Sgsm2	4760	4760	4760	4760
Mir6926	68	68	68	68
Tsr1	3385	3385	3385	3385
Snord91a	60	60	60	60
Srr	3586	3586	3699	3699
Smg6	5799	5799	5799	5799
Hic1	3736	3736	4233	4492
Mir212	91	91	91	91
Mir132	66	66	66	66
Ovca2	2642	2642	2642	2642
Dph1	2103	2103	2103	2103
Rtn4rl1	3308	3308	3308	3308
Rpa1	3074	3074	3106	3106
Smyd4	3517	3517	3517	3517
Serpinf1	1494	1494	1494	1494
Serpinf2	2192	2192	2192	2192
Wdr81	6909	6909	6909	6909
Mir22hg	1766	1766	1766	1766
Mir22	95	95	95	95
Tlcd2	1282	1282	1424	1424
Prpf8	7481	7481	7481	7481
Rilp	1487	1487	1487	1487
Scarf1	2884	2884	2884	2884
Slc43a2	6989	6929	7147	7232
Mir3971	83	83	83	83
Pitpna	3716	3716	3716	3716
Gm12338	586	586	586	586
Inpp5k	2641	2641	2641	2641
Myo1c	5294	5302	5309	5653
Crk	5769	5835	6005	6005
Ywhae	2078	2078	2078	2078
Doc2b	4245	4245	4245	4245
Rph3al	1910	1910	2130	3437
1700016K19Rik	921	921	921	921
Fam101b	3511	3511	3511	3511
Vps53	2816	2816	2816	2816
Fam57a	930	930	930	930
Gemin4	3448	3448	3448	3448
Dbil5	575	575	575	575
Glod4	2523	2523	2523	2523
Rnmtl1	1492	1492	1492	1492
Nxn	2728	2728	2728	2728
Timm22	2745	2751	2838	3056
Abr	5017	5181	5245	6036
Bhlha9	1207	1207	1207	1207
Tusc5	3237	3237	3237	3237
Gosr1	4265	4265	4265	4265
Cpd	9152	9152	9152	9152
Tmigd1	1366	1366	1366	1366
Blmh	2355	2355	2355	2355
Slc6a4	2747	2747	2747	2747
Ccdc55	3116	3116	3116	3116
Mir423	109	109	109	109
Efcab5	4654	4654	4654	4654
Ssh2	9107	9107	9175	9313
Coro6	1376	1416	1416	1536
Ankrd13b	3336	3336	3336	3336
Git1	3650	3650	3650	3650
Trp53i13	1366	1366	1366	1366
Abhd15	3249	3249	3249	3249
Taok1	12409	12409	12409	12409
Nufip2	10399	10399	10399	10399
Cryba1	683	683	683	683
Myo18a	6987	7342	7486	7590
Pipox	1774	1774	1774	1774
Gm11190	3414	3414	3414	3414
Sez6	4176	4176	4204	4204
Phf12	4392	4392	4392	4392
Dhrs13	1744	1744	1744	1744
Flot2	2639	2651	2700	2812
Mir144	66	66	66	66
Mir451b	72	72	72	72
Mir451a	72	72	72	72
Eral1	2014	2014	2014	2014
Fam222b	3884	3884	3884	3884
Traf4	3016	3016	3016	3016
Nek8	2800	2800	2800	2800
Tlcd1	1369	1374	1603	1691
Mir7653	61	61	61	61
Rpl23a	559	559	559	559
Snord42a	45	45	45	45
Snord4a	70	70	70	70
Snord42b	55	55	55	55
Rab34	1548	1548	1721	1806
Proca1	1513	1513	1513	1513
Supt6	6201	6201	6201	6201
Sdf2	1268	1268	1268	1268
2610507B11Rik	7443	7443	7443	7443
BC030499	3245	3245	3245	3245
Spag5	3822	3822	3822	3822
Aldoc	2699	2699	2720	2870
Pigs	2488	2488	2488	2488
Unc119	1281	1281	1281	1281
Foxn1	3262	3262	3264	3264
Slc13a2os	3627	3627	3627	3627
Slc13a2	2191	2191	2191	2191
Slc46a1	1974	1974	1974	1974
Sarm1	5104	5104	5164	5164
Vtn	1745	1745	1745	1745
Sebox	1285	1285	1285	1285
Tmem199	1343	1343	1343	1343
Poldip2	1951	1951	1951	1951
Tnfaip1	3702	3702	3709	3709
Ift20	802	802	802	802
Tmem97	1333	1333	1333	1333
Nlk	4496	4496	4496	4496
Fam58b	1224	1224	1224	1224
Lyrm9	5053	5053	5053	5053
Nos2	3990	3990	3990	3990
Lgals9	1539	1539	1586	1586
Ksr1	4081	4081	4081	4081
Gm11201	3347	3347	3347	3347
Wsb1	2416	2416	2490	3358
Nf1	11847	11847	11847	11847
AU040972	1038	1038	1038	1038
Omg	2226	2226	2226	2226
Gm21975	3964	3964	3964	3964
Evi2b	3529	3529	3529	3529
Evi2a	1889	1889	2296	2296
Rab11fip4	3145	3145	3145	3145
Rab11fip4os1	2187	2187	2187	2187
Rab11fip4os2	357	357	357	357
Mir193a	66	66	66	66
Mir365-2	112	112	112	112
Utp6	3871	3871	3871	3871
Suz12	4338	4338	4373	4373
Crlf3	2339	2339	2396	2396
Atad5	7272	7272	7272	7272
Tefm	1287	1287	1287	1287
Adap2	1597	1597	1597	1597
Rnf135	1959	1959	1959	1959
Rhot1	4210	4233	4260	4356
Rhbdl3	3767	3767	3767	3767
5730455P16Rik	4536	4536	4536	4536
Zfp207	2448	2314	3038	3722
Psmd11	1743	1743	1743	1743
Cdk5r1	4134	4134	4134	4134
Myo1d	5353	5353	5353	5353
C030013C21Rik	795	795	795	795
Tmem98	1393	1393	1393	1393
4930507D10Rik	1152	1152	1152	1152
Spaca3	814	814	814	814
Asic2	2833	2833	3024	3791
1700071K01Rik	1038	1038	1038	1038
5530401A14Rik	1838	1838	1838	1838
Ccl2	806	806	806	806
Ccl7	799	799	799	799
Ccl11	1073	1073	1073	1073
Ccl12	536	536	536	536
Ccl8	511	511	511	511
Ccl1	505	505	505	505
Tmem132e	4415	4415	4415	4415
Gm11426	2220	2220	2220	2220
Cct6b	1838	1838	1873	1873
Zfp830	3278	3278	3278	3278
Gm11423	567	567	686	784
Lig3	5967	5967	5971	5971
Rffl	3527	3519	3636	4242
Rad51d	6409	6953	7095	7705
Fndc8	2081	2081	2081	2081
Nle1	1767	1767	1767	1767
Unc45b	3552	3552	3552	3552
Slfn5os	574	574	574	574
Slfn5	5989	5989	5989	5989
Slfn9	3856	3856	3856	3856
Mir7679	63	63	63	63
Slfn8	3547	3547	4011	4011
Slfn10-ps	3562	3562	3625	3707
Slfn2	1664	1664	1664	1664
Slfn1	1857	1857	1857	1857
Slfn4	3918	3918	3958	3964
Slfn3	1816	1816	1816	1816
AI662270	1408	1408	1408	1408
Slfn14	3704	3704	3704	3704
AA465934	389	389	389	389
AI450353	1500	1500	1500	1500
Snord7	96	96	96	96
Pex12	2726	2726	2726	2726
Ap2b1	5388	5388	5409	5409
Rasl10b	3481	3481	3481	3481
Gas2l2	2943	2943	2943	2943
1700020L24Rik	931	931	931	931
Mmp28	2290	2290	2311	2311
Taf15	2049	2049	2049	2049
Heatr9	1856	1856	1856	1856
Ccl5	531	531	531	531
Ccl9	3008	3008	3008	3008
E230016K23Rik	2177	2177	2221	2221
Ccl6	1436	1436	1436	1436
Ccl3	790	790	790	790
Ccl4	660	660	660	660
Wfdc17	469	469	469	469
Wfdc18	544	544	544	544
Wfdc21	438	438	438	438
Heatr6	5673	5673	5673	5673
Hnf1b	2694	2765	2843	2998
Ddx52	3164	3164	3164	3164
Synrg	7110	7110	7110	7110
Dusp14	1443	1443	1443	1443
Tada2a	2119	2119	2119	2119
Gm11437	1229	1229	1229	1229
Acaca	9032	9032	9032	9032
Aatf	1800	1800	1800	1800
Lhx1	2750	2750	2750	2750
Lhx1os	624	624	624	624
1700109G15Rik	384	384	384	384
Mrm1	2477	2477	2477	2477
Dhrs11	1421	1421	1421	1421
4930502E09Rik	755	755	755	755
Ggnbp2	2950	2950	2950	2950
Ggnbp2os	552	552	584	676
Pigw	2467	2467	2677	2735
Myo19	3924	3924	3924	3924
Znhit3	983	983	983	983
Car4	1300	1300	1300	1300
Usp32	6924	6924	6924	6924
1700125H20Rik	975	975	975	975
Appbp2	2405	2405	2405	2405
Appbp2os	640	640	640	640
Ppm1d	2894	2894	2894	2894
Bcas3	3597	3611	3656	3656
Bcas3os1	3138	3138	3138	3138
Mir5110	87	87	87	87
Bcas3os2	658	658	658	658
2610027K06Rik	2326	2326	2326	2326
Tbx2	3562	3562	3562	3562
Tbx4	2986	2986	3011	3257
Gm20759	879	879	879	879
Brip1	6933	6933	6933	6933
Brip1os	3530	3530	4433	6508
Ints2	5922	5922	5922	5922
Med13	11787	11787	11787	11787
Mir467c	44	44	44	44
Rnft1	4434	4434	4434	4434
Rps6kb1	4338	4338	5393	7887
Tubd1	1970	1970	2070	2070
Vmp1	2773	2773	2773	2773
Mir21a	92	92	92	92
Mir8115	105	105	105	105
Ptrh2	2970	2970	2999	3133
Cltc	6144	6144	6144	6144
Dhx40	3724	3724	3724	3724
Ypel2	4902	4902	4902	4902
Gdpd1	2484	2484	2484	2484
Smg8	3221	3221	3221	3221
Prr11	3827	3827	3827	3827
Ska2	1349	1349	1349	1349
Mir301	86	86	86	86
Trim37	5637	5637	5637	5637
Ppm1e	6315	6315	6315	6315
Rad51c	3038	3038	3122	3314
Tex14	4772	4772	4782	4888
Sept4	1527	1531	1706	1855
Mtmr4	5692	5692	5692	5692
Hsf5	4158	4158	4158	4158
Rnf43	4311	4311	4311	4311
1110028F11Rik	2705	2705	2705	2705
Supt4a	693	693	693	693
Mir142b	115	115	115	115
Mir142	64	64	64	64
Bzrap1	7616	7616	7616	7616
Mpo	2546	2546	2546	2546
Lpo	2927	2927	2927	2927
Mks1	2365	2365	2365	2365
Epx	2691	2691	2691	2691
Olfr462	936	936	936	936
Olfr463	936	936	936	936
Olfr464	1084	1084	1084	1084
Dynll2	2396	2443	2476	2819
Srsf1	5462	5462	5560	5560
Vezf1	4583	4583	4583	4583
2210416O15Rik	1504	1504	1504	1504
Cuedc1	3085	3085	3180	3189
Mrps23	1342	1324	1560	1642
1700106J16Rik	1219	1219	1219	1219
Msi2	3635	3635	6490	6819
Mir378b	92	92	92	92
0610039H22Rik	730	730	730	730
C030037D09Rik	1056	1056	1056	1056
Akap1	3772	3758	3837	4027
4930556N13Rik	1034	1034	1034	1034
Scpep1os	811	811	811	811
Scpep1	2074	2074	2074	2074
Gm15698	811	811	811	811
2210409E12Rik	377	377	377	377
Coil	2607	2607	2607	2607
Trim25	5563	5563	5563	5563
Dgke	5208	5208	5208	5208
Dgkeos	770	770	770	770
Gm525	581	581	581	581
Nog	1922	1922	1922	1922
4932411E22Rik	2665	2665	2665	2665
Ankfn1	2231	2231	2231	2231
Pctp	1971	1971	1971	1971
Tmem100	1764	1764	1764	1764
Mmd	2661	2661	2661	2661
Hlf	5665	5665	5665	5665
Stxbp4	6008	6008	6008	6008
Cox11	2259	2259	2259	2259
Tom1l1	2093	2093	2093	2093
4930405D11Rik	649	649	649	649
Kif2b	2270	2270	2270	2270
Car10	3336	3336	3336	3336
Utp18	2613	2613	2613	2613
Mbtd1	5231	5231	5231	5231
Nme2	873	873	1009	1168
Nme1	1235	1235	1235	1235
Spag9	7113	6939	7391	7778
Tob1	2285	2285	2285	2285
Wfikkn2	3392	3392	3392	3392
Luc7l3	3296	3296	3296	3296
Ankrd40	2480	2480	3493	3763
Abcc3	5002	5002	5002	5002
Cacna1g	8148	8143	8223	8223
Spata20	2589	2589	2589	2589
Epn3	3884	3884	3884	3884
Mycbpap	2928	2928	2928	2928
Rsad1	4151	4151	4151	4151
Acsf2	3069	3069	3069	3069
Chad	1653	1653	1653	1653
Lrrc59	2780	2780	2780	2780
Eme1	2228	2228	2228	2228
Mrpl27	730	730	730	730
Xylt2	3424	3424	3424	3424
Gm11541	1681	1681	1681	1681
Gm11545	2693	2693	2693	2693
Tmem92	2115	2115	2187	2187
Gm11544	1357	1357	1357	1357
Col1a1	4698	4698	4698	4698
Sgca	1738	1738	1738	1738
Hils1	864	864	864	864
Ppp1r9b	4330	4330	4330	4330
Samd14	3318	3318	3318	3318
Pdk2	2263	2263	2263	2263
Itga3	4733	4706	4860	5263
Dlx3	2604	2604	2604	2604
Dlx4	1820	1820	1820	1820
A730090H04Rik	1663	1663	1663	1663
Tac4	1247	1247	1247	1247
Kat7	5847	5876	5966	5966
Fam117a	2317	2317	2317	2317
Slc35b1	1169	1169	1169	1169
Spop	2882	2882	2882	2882
Nxph3	2093	2093	2093	2093
Ngfr	3406	3406	3406	3406
Phb	1799	1799	1799	1799
Zfp652os	537	537	537	537
B130006D01Rik	3188	3188	3188	3188
Zfp652	2665	2665	2665	2665
Phospho1	1910	1910	1910	1910
Abi3	3862	3862	4038	4075
Gngt2	567	570	574	850
4833417C18Rik	1319	1319	1319	1319
B4galnt2	4086	4086	4086	4086
Igf2bp1	8381	8381	8381	8381
Mir3063	92	92	92	92
Gip	649	649	649	649
Snf8	947	947	947	947
Ube2z	3974	3974	3974	3974
Atp5g1	801	801	805	868
Calcoco2	2029	2029	2029	2029
Ttll6	3206	3206	3206	3206
Hoxb13	1313	1313	1313	1313
Gm11538	1945	1945	1945	1945
Gm53	617	617	617	617
Mir196a-1	102	102	102	102
Hoxb9	2699	2699	2699	2699
Hoxb8	2645	2645	2645	2645
Hoxb7	1269	1269	1269	1269
Hoxb5os	583	583	583	583
Hoxb6	1322	1322	1322	1322
Hoxb5	1896	1896	1896	1896
Mir10a	110	110	110	110
Hoxb4	2566	2566	2566	2566
Hoxb3	3351	3351	3390	3721
Hoxb2	1629	1629	1629	1629
Hoxb1	2077	2077	2077	2077
Gm11529	2063	2063	2063	2063
Skap1	2121	2142	2190	2190
Snx11	2551	2551	2581	2581
Cbx1	1274	1274	1274	1274
Gm11517	683	683	683	683
Nfe2l1	3889	3538	4654	4867
Copz2	929	929	929	929
Mir152	73	73	73	73
Cdk5rap3	2244	2244	2269	2269
Prr15l	1362	1362	1362	1362
Pnpo	2036	2036	2036	2036
D030028A08Rik	2820	2820	2820	2820
Sp2	3033	3033	3035	3035
Sp6	3375	3375	3375	3375
Scrn2	1518	1518	1518	1518
Lrrc46	1298	1298	1298	1298
Mrpl10	1682	1682	1682	1682
Osbpl7	3535	3535	3535	3535
Mir8103	107	107	107	107
Tbx21	2552	2552	2552	2552
Tbkbp1	3335	3335	3335	3335
Mir7235	56	56	56	56
Kpnb1	5909	5909	5909	5909
Npepps	4141	4141	4141	4141
